Time data (V), Frequency (Hz), Spectrum (dBFS)
-0.000714,6308.000,-126.607191
-0.053409,6312.000,-132.445905
-0.000972,6316.000,-124.466471
-0.053362,6320.000,-121.238265
-0.001144,6324.000,-121.727501
-0.053223,6328.000,-122.210460
-0.001159,6332.000,-125.895478
-0.053237,6336.000,-124.424074
-0.001231,6340.000,-118.666281
-0.053305,6344.000,-127.220415
-0.001058,6348.000,-118.581533
-0.053239,6352.000,-115.749135
-0.001093,6356.000,-120.225199
-0.053250,6360.000,-125.015192
-0.001082,6364.000,-123.353149
-0.053313,6368.000,-118.584446
-0.001099,6372.000,-118.087011
-0.053333,6376.000,-129.699519
-0.001008,6380.000,-124.113428
-0.053291,6384.000,-122.896554
0.000028,6388.000,-116.964749
-0.053345,6392.000,-122.620263
0.000857,6396.000,-134.053546
-0.053075,6400.000,-133.700279
0.001205,6404.000,-125.579784
-0.053249,6408.000,-128.170798
0.001412,6412.000,-139.867906
-0.053247,6416.000,-121.822803
0.001414,6420.000,-122.659752
-0.052943,6424.000,-123.435028
0.001362,6428.000,-123.622579
-0.053082,6432.000,-123.680310
0.001100,6436.000,-118.092821
-0.053090,6440.000,-120.997309
0.000875,6444.000,-129.084306
-0.053153,6448.000,-123.786748
0.000738,6452.000,-118.708897
-0.053071,6456.000,-117.318657
0.000561,6460.000,-118.407519
-0.053206,6464.000,-119.306790
0.000158,6468.000,-120.323529
-0.053118,6472.000,-121.016327
-0.000465,6476.000,-120.967820
-0.053067,6480.000,-125.003827
-0.000774,6484.000,-131.469302
-0.053143,6488.000,-131.904266
-0.000955,6492.000,-141.355498
-0.052989,6496.000,-126.687749
-0.001110,6500.000,-122.684996
-0.053118,6504.000,-129.256057
-0.001119,6508.000,-121.504664
-0.053202,6512.000,-116.050613
-0.001162,6516.000,-117.897944
-0.053209,6520.000,-125.101023
-0.001164,6524.000,-127.839816
-0.053145,6528.000,-116.700083
-0.001196,6532.000,-116.320422
-0.053375,6536.000,-118.892014
-0.001105,6540.000,-120.020725
-0.053359,6544.000,-116.586338
-0.001081,6548.000,-117.315197
-0.053269,6552.000,-131.388033
-0.000693,6556.000,-121.878132
-0.053239,6560.000,-123.455638
0.000343,6564.000,-118.463081
-0.053143,6568.000,-117.114181
0.000962,6572.000,-119.145936
-0.053186,6576.000,-124.797439
0.001290,6580.000,-120.788895
-0.053041,6584.000,-121.478601
0.001355,6588.000,-123.017272
-0.053092,6592.000,-119.338379
0.001392,6596.000,-118.146194
-0.052856,6600.000,-116.918252
0.001248,6604.000,-117.765319
-0.052844,6608.000,-122.770813
0.001143,6612.000,-134.370212
-0.052944,6616.000,-126.413279
0.000862,6620.000,-120.530990
-0.052918,6624.000,-122.295005
0.000668,6628.000,-134.094947
-0.052888,6632.000,-126.239619
0.000614,6636.000,-118.699426
-0.052905,6640.000,-122.647752
0.000188,6644.000,-129.486735
-0.052924,6648.000,-136.688516
-0.000436,6652.000,-126.684998
-0.053039,6656.000,-126.864621
-0.000797,6660.000,-130.117780
-0.053061,6664.000,-121.508506
-0.000899,6668.000,-120.401206
-0.053180,6672.000,-120.351226
-0.001037,6676.000,-122.119145
-0.053022,6680.000,-120.843312
-0.001089,6684.000,-125.941642
-0.052974,6688.000,-129.758110
-0.001165,6692.000,-126.880474
-0.052759,6696.000,-124.719454
-0.001178,6700.000,-137.010739
-0.052963,6704.000,-126.345775
-0.001127,6708.000,-123.570689
-0.052915,6712.000,-118.823618
-0.001195,6716.000,-128.202085
-0.053054,6720.000,-123.507161
-0.001070,6724.000,-125.670595
-0.052907,6728.000,-125.405036
-0.000295,6732.000,-138.181583
-0.052946,6736.000,-128.596133
0.000638,6740.000,-123.879995
-0.052804,6744.000,-120.430814
0.001072,6748.000,-121.722741
-0.052700,6752.000,-120.129758
0.001229,6756.000,-130.886671
-0.052745,6760.000,-124.313773
0.001342,6764.000,-126.237178
-0.052355,6768.000,-140.685256
0.001199,6772.000,-127.156722
-0.052742,6776.000,-129.431468
0.001144,6780.000,-124.000775
-0.052626,6784.000,-126.950712
0.000975,6788.000,-126.634198
-0.052736,6792.000,-126.764932
0.000846,6796.000,-124.686950
-0.052865,6800.000,-124.772264
0.000701,6804.000,-132.746051
-0.052946,6808.000,-123.465202
0.000483,6812.000,-121.433968
-0.052847,6816.000,-118.068944
-0.000104,6820.000,-117.718270
-0.052828,6824.000,-123.909817
-0.000728,6828.000,-135.870579
-0.052858,6832.000,-134.075900
-0.000926,6836.000,-126.250277
-0.053010,6840.000,-119.146377
-0.001051,6844.000,-120.662127
-0.052996,6848.000,-119.314587
-0.001075,6852.000,-118.976569
-0.053015,6856.000,-124.550395
-0.001113,6860.000,-130.932473
-0.052921,6864.000,-125.161009
-0.001140,6868.000,-127.086030
-0.053251,6872.000,-125.270109
-0.001129,6876.000,-118.719847
-0.053182,6880.000,-125.295527
-0.001210,6884.000,-124.329629
-0.052905,6888.000,-122.858958
-0.001209,6892.000,-126.915536
-0.053086,6896.000,-122.804200
-0.001152,6900.000,-119.731845
-0.052869,6904.000,-131.448212
-0.000366,6908.000,-127.081211
-0.052674,6912.000,-128.569900
0.000609,6916.000,-129.912587
-0.052554,6920.000,-135.722637
0.001116,6924.000,-123.571155
-0.052576,6928.000,-117.771204
0.001371,6932.000,-122.061335
-0.052635,6936.000,-124.702622
0.001275,6940.000,-122.169256
-0.052535,6944.000,-122.766933
0.001280,6948.000,-125.865231
-0.052720,6952.000,-131.271354
0.001112,6956.000,-123.841901
-0.052561,6960.000,-124.544395
0.000958,6964.000,-123.586790
-0.052348,6968.000,-119.923962
0.000840,6972.000,-122.314854
-0.052726,6976.000,-129.539719
0.000780,6980.000,-121.727020
-0.052659,6984.000,-127.239679
0.000534,6988.000,-133.041847
-0.052701,6992.000,-137.014726
0.000306,6996.000,-122.834238
-0.052742,7000.000,-122.701774
-0.000272,7004.000,-129.124800
-0.052701,7008.000,-123.580060
-0.000791,7012.000,-125.178795
-0.052913,7016.000,-123.440758
-0.000970,7020.000,-124.751166
-0.053013,7024.000,-135.615601
-0.001119,7028.000,-133.995323
-0.053054,7032.000,-126.473760
-0.001113,7036.000,-126.332263
-0.052859,7040.000,-132.281153
-0.001026,7044.000,-133.683721
-0.052664,7048.000,-127.173650
-0.001089,7052.000,-132.265543
-0.052527,7056.000,-125.551187
-0.001141,7060.000,-131.099851
-0.052681,7064.000,-123.978687
-0.001190,7068.000,-121.887271
-0.052763,7072.000,-128.570999
-0.001295,7076.000,-128.508945
-0.052719,7080.000,-128.795651
-0.001052,7084.000,-127.750567
-0.052714,7088.000,-125.315105
-0.000161,7092.000,-124.868848
-0.052802,7096.000,-118.785336
0.000717,7100.000,-119.638969
-0.052767,7104.000,-123.394861
0.001202,7108.000,-130.854725
-0.052588,7112.000,-156.726797
0.001315,7116.000,-132.167090
-0.052653,7120.000,-122.196269
0.001347,7124.000,-121.052904
-0.052608,7128.000,-123.653516
0.001266,7132.000,-120.610259
-0.052512,7136.000,-121.641014
0.001169,7140.000,-137.232186
-0.052687,7144.000,-130.541961
0.000899,7148.000,-132.340276
-0.052677,7152.000,-140.289776
0.000798,7156.000,-128.903213
-0.052764,7160.000,-123.942137
0.000637,7164.000,-122.275380
-0.052862,7168.000,-121.721846
0.000458,7172.000,-123.380294
-0.052684,7176.000,-126.826471
-0.000074,7180.000,-117.557129
-0.052659,7184.000,-117.330075
-0.000634,7188.000,-125.392838
-0.052302,7192.000,-128.635994
-0.000913,7196.000,-123.985852
-0.052376,7200.000,-131.560368
-0.001091,7204.000,-138.739441
-0.052416,7208.000,-121.671652
-0.001136,7212.000,-113.145057
-0.052378,7216.000,-113.954513
-0.001174,7220.000,-127.973460
-0.052253,7224.000,-127.133820
-0.001119,7228.000,-125.361169
-0.052211,7232.000,-119.960869
-0.001267,7236.000,-122.134525
-0.052411,7240.000,-128.268960
-0.001122,7244.000,-123.878305
-0.052440,7248.000,-131.627469
-0.001037,7252.000,-126.075893
-0.052510,7256.000,-120.723498
-0.000698,7260.000,-117.775159
-0.052479,7264.000,-119.625222
0.000399,7268.000,-120.518494
-0.052099,7272.000,-122.890080
0.001013,7276.000,-128.270373
-0.051994,7280.000,-125.871700
0.001180,7284.000,-128.316539
-0.052103,7288.000,-123.508551
0.001368,7292.000,-119.896638
-0.052106,7296.000,-123.504102
0.001257,7300.000,-123.216260
-0.052515,7304.000,-126.853969
0.001123,7308.000,-130.159315
-0.052365,7312.000,-131.855645
0.001074,7316.000,-130.612885
-0.052163,7320.000,-123.754349
0.000842,7324.000,-120.831095
-0.052439,7328.000,-129.896621
0.000659,7332.000,-124.764588
-0.052426,7336.000,-132.019939
0.000548,7340.000,-122.983903
-0.052325,7344.000,-126.058154
0.000191,7348.000,-131.818844
-0.052302,7352.000,-123.150790
-0.000426,7356.000,-125.282507
-0.052445,7360.000,-117.494352
-0.000863,7364.000,-119.872368
-0.052525,7368.000,-140.322768
-0.000925,7372.000,-125.078754
-0.052454,7376.000,-119.070439
-0.001081,7380.000,-122.199531
-0.052724,7384.000,-143.703241
-0.001079,7388.000,-124.762182
-0.052614,7392.000,-130.024182
-0.001136,7396.000,-132.073413
-0.052591,7400.000,-123.978642
-0.001207,7404.000,-125.349761
-0.052584,7408.000,-129.214119
-0.001134,7412.000,-126.904670
-0.052471,7416.000,-126.779035
-0.001175,7420.000,-126.653296
-0.052461,7424.000,-120.952472
-0.001064,7428.000,-122.289950
-0.052299,7432.000,-120.925569
-0.000376,7436.000,-129.758267
-0.052233,7440.000,-121.744686
0.000639,7444.000,-124.845901
-0.052261,7448.000,-119.326121
0.001154,7452.000,-123.608196
-0.052249,7456.000,-121.341270
0.001307,7460.000,-123.994983
-0.052045,7464.000,-121.280554
0.001329,7468.000,-125.406943
-0.052413,7472.000,-131.961437
0.001180,7476.000,-127.979878
-0.052446,7480.000,-123.719168
0.001126,7484.000,-121.802377
-0.052296,7488.000,-126.812406
0.000957,7492.000,-129.566903
-0.052303,7496.000,-122.033698
0.000721,7500.000,-124.909940
-0.052392,7504.000,-132.601516
0.000682,7508.000,-143.560284
-0.052320,7512.000,-130.091536
0.000289,7516.000,-124.662497
-0.052250,7520.000,-123.220141
-0.000352,7524.000,-131.164356
-0.052362,7528.000,-130.480746
-0.000782,7532.000,-127.599015
-0.052201,7536.000,-124.858967
-0.000976,7540.000,-129.074220
-0.052244,7544.000,-124.650874
-0.001100,7548.000,-129.262793
-0.052369,7552.000,-123.538365
-0.001197,7556.000,-118.651981
-0.052195,7560.000,-123.669019
-0.001198,7564.000,-125.248119
-0.052242,7568.000,-118.784582
-0.001077,7572.000,-118.019730
-0.052119,7576.000,-127.769149
-0.001071,7580.000,-127.071980
-0.052001,7584.000,-133.286846
-0.001076,7588.000,-121.843075
-0.052012,7592.000,-118.981514
-0.001106,7596.000,-124.162166
-0.052213,7600.000,-129.353925
-0.000874,7604.000,-118.640174
-0.052055,7608.000,-118.117049
0.000105,7612.000,-119.750375
-0.052325,7616.000,-118.331840
0.000970,7620.000,-116.163837
-0.052277,7624.000,-118.143523
0.001275,7628.000,-119.387328
-0.052177,7632.000,-124.964148
0.001429,7636.000,-140.767186
-0.052109,7640.000,-131.704846
0.001443,7644.000,-134.553395
-0.052206,7648.000,-131.522434
0.001309,7652.000,-125.330136
-0.052179,7656.000,-121.126599
0.001128,7660.000,-125.094913
-0.052161,7664.000,-127.913302
0.000901,7668.000,-126.556801
-0.052012,7672.000,-123.326551
0.000766,7676.000,-118.285417
-0.051989,7680.000,-118.175852
0.000572,7684.000,-120.088826
-0.052403,7688.000,-123.217800
0.000218,7692.000,-122.242441
-0.052131,7696.000,-119.498375
-0.000282,7700.000,-121.323408
-0.052068,7704.000,-122.650731
-0.000712,7708.000,-126.970548
-0.051980,7712.000,-132.915278
-0.000942,7716.000,-130.741849
-0.051913,7720.000,-123.161467
-0.001072,7724.000,-118.709960
-0.051905,7728.000,-120.192426
-0.001196,7732.000,-131.579320
-0.052109,7736.000,-122.817197
-0.001191,7740.000,-124.422535
-0.052126,7744.000,-128.159929
-0.001187,7748.000,-126.257152
-0.052138,7752.000,-133.893165
-0.001181,7756.000,-126.223365
-0.052080,7760.000,-125.121231
-0.001075,7764.000,-139.005933
-0.052117,7768.000,-132.720862
-0.001099,7772.000,-121.985062
-0.052084,7776.000,-120.562089
-0.000686,7780.000,-124.108754
-0.052054,7784.000,-143.321323
0.000371,7788.000,-135.355786
-0.052128,7792.000,-132.536425
0.000954,7796.000,-131.129506
-0.052199,7800.000,-132.943587
0.001264,7804.000,-124.624340
-0.051932,7808.000,-130.804399
0.001360,7812.000,-129.865236
-0.051866,7816.000,-138.505325
0.001344,7820.000,-123.114274
-0.051767,7824.000,-127.243562
0.001233,7828.000,-126.635483
-0.052037,7832.000,-136.928232
0.001038,7836.000,-122.569744
-0.052020,7840.000,-122.209013
0.000836,7844.000,-128.903435
-0.052056,7848.000,-145.782971
0.000664,7852.000,-128.906409
-0.051961,7856.000,-119.527274
0.000502,7860.000,-119.593391
-0.051827,7864.000,-127.462979
0.000192,7868.000,-128.165563
-0.051878,7872.000,-128.364254
-0.000462,7876.000,-124.635297
-0.052058,7880.000,-124.987944
-0.000805,7884.000,-132.204444
-0.052098,7888.000,-123.776121
-0.000957,7892.000,-119.253166
-0.051995,7896.000,-122.492625
-0.001041,7900.000,-124.800701
-0.052001,7904.000,-126.949270
-0.001210,7908.000,-132.921746
-0.052007,7912.000,-127.247390
-0.001219,7916.000,-125.086606
-0.052101,7920.000,-126.803736
-0.001225,7924.000,-122.942810
-0.052080,7928.000,-122.308128
-0.001161,7932.000,-125.160844
-0.052221,7936.000,-129.561615
-0.001095,7940.000,-133.273527
-0.052071,7944.000,-126.141465
-0.001132,7948.000,-119.710655
-0.052110,7952.000,-119.972843
-0.000598,7956.000,-122.588983
-0.052036,7960.000,-124.474280
0.000386,7964.000,-125.129618
-0.051939,7968.000,-127.244153
0.000930,7972.000,-125.270361
-0.052007,7976.000,-122.587859
0.001253,7980.000,-125.008754
-0.051929,7984.000,-123.047368
0.001317,7988.000,-120.351500
-0.051897,7992.000,-126.719827
0.001284,7996.000,-132.937104
-0.052071,8000.000,-132.255675
0.001211,8004.000,-126.970726
-0.051683,8008.000,-133.829714
0.001087,8012.000,-124.176978
-0.051615,8016.000,-120.794333
0.000986,8020.000,-121.157405
-0.051670,8024.000,-123.176557
0.000672,8028.000,-120.872110
-0.051622,8032.000,-120.524612
0.000573,8036.000,-124.306460
-0.051569,8040.000,-121.601936
0.000330,8044.000,-122.375969
-0.051582,8048.000,-126.466510
-0.000408,8052.000,-122.529656
-0.051914,8056.000,-128.462148
-0.000822,8060.000,-124.897538
-0.051700,8064.000,-123.712047
-0.000981,8068.000,-135.677489
-0.051617,8072.000,-136.977157
-0.001061,8076.000,-134.988025
-0.051818,8080.000,-124.833827
-0.001058,8084.000,-121.653888
-0.051879,8088.000,-122.369860
-0.001143,8092.000,-128.445754
-0.051790,8096.000,-122.457193
-0.001161,8100.000,-127.419776
-0.051803,8104.000,-124.344235
-0.001207,8108.000,-124.124724
-0.051933,8112.000,-137.404451
-0.001109,8116.000,-133.713154
-0.051850,8120.000,-130.865032
-0.001133,8124.000,-127.712829
-0.051687,8128.000,-130.618975
-0.000868,8132.000,-123.854103
-0.051752,8136.000,-131.998525
0.000150,8140.000,-120.093092
-0.051631,8144.000,-123.583965
0.000903,8148.000,-127.530000
-0.051557,8152.000,-127.131445
0.001155,8156.000,-129.979725
-0.051589,8160.000,-129.445353
0.001316,8164.000,-124.634735
-0.051584,8168.000,-125.682228
0.001361,8172.000,-126.687549
-0.051596,8176.000,-121.848816
0.001169,8180.000,-117.962911
-0.051706,8184.000,-118.326748
0.001094,8188.000,-127.577920
-0.051649,8192.000,-126.682994
0.001003,8196.000,-124.570052
-0.051459,8200.000,-131.999930
0.000845,8204.000,-134.299931
-0.051530,8208.000,-124.842941
0.000634,8212.000,-129.496972
-0.051533,8216.000,-115.674207
0.000446,8220.000,-115.251378
-0.051600,8224.000,-111.192060
-0.000172,8228.000,-109.854275
-0.051799,8232.000,-117.984668
-0.000731,8236.000,-126.910654
-0.052059,8240.000,-125.711591
-0.001002,8244.000,-123.476559
-0.051921,8248.000,-127.813512
-0.001089,8252.000,-130.269684
-0.052145,8256.000,-130.273997
-0.001005,8260.000,-132.653986
-0.051981,8264.000,-123.153264
-0.001116,8268.000,-122.950032
-0.051855,8272.000,-145.266416
-0.001140,8276.000,-121.395202
-0.051819,8280.000,-123.954429
-0.001201,8284.000,-129.313577
-0.051861,8288.000,-124.826291
-0.001204,8292.000,-126.770628
-0.051935,8296.000,-129.404496
-0.001163,8300.000,-124.806017
-0.051704,8304.000,-127.282153
-0.001099,8308.000,-134.892489
-0.051707,8312.000,-122.684860
-0.000569,8316.000,-126.364755
-0.051494,8320.000,-123.384042
0.000481,8324.000,-132.722892
-0.051499,8328.000,-124.287858
0.001143,8332.000,-136.830392
-0.051519,8336.000,-118.617403
0.001373,8340.000,-120.343670
-0.051577,8344.000,-144.618353
0.001396,8348.000,-128.514960
-0.051411,8352.000,-124.912843
0.001353,8356.000,-122.844797
-0.051443,8360.000,-125.969466
0.001204,8364.000,-128.269262
-0.051383,8368.000,-129.672870
0.001086,8372.000,-132.276018
-0.051426,8376.000,-124.713543
0.000906,8380.000,-122.750205
-0.051545,8384.000,-126.642450
0.000797,8388.000,-131.579903
-0.051533,8392.000,-138.201006
0.000651,8396.000,-127.426035
-0.051754,8400.000,-125.245661
0.000453,8404.000,-125.011121
-0.051511,8408.000,-129.548943
-0.000168,8412.000,-119.709766
-0.051724,8416.000,-116.273832
-0.000731,8420.000,-121.891034
-0.051731,8424.000,-120.944450
-0.000984,8428.000,-125.198522
-0.051816,8432.000,-142.095602
-0.000981,8436.000,-130.889289
-0.051541,8440.000,-130.795183
-0.001099,8444.000,-129.693036
-0.051526,8448.000,-123.109445
-0.001030,8452.000,-119.386207
-0.051774,8456.000,-118.455576
-0.001156,8460.000,-124.324918
-0.051552,8464.000,-123.807119
-0.001222,8468.000,-122.143179
-0.051812,8472.000,-124.059318
-0.001127,8476.000,-127.814584
-0.051797,8480.000,-125.874129
-0.001158,8484.000,-122.474271
-0.051651,8488.000,-131.125062
-0.001156,8492.000,-133.936847
-0.051743,8496.000,-128.834518
-0.000349,8500.000,-129.314622
-0.051471,8504.000,-135.176221
0.000563,8508.000,-129.531995
-0.051396,8512.000,-125.583380
0.001180,8516.000,-132.175593
-0.051474,8520.000,-164.873810
0.001293,8524.000,-131.048971
-0.051618,8528.000,-122.637635
0.001351,8532.000,-122.606551
-0.051282,8536.000,-123.834431
0.001339,8540.000,-121.766941
-0.051199,8544.000,-125.430881
0.001143,8548.000,-121.209864
-0.051402,8552.000,-122.560920
0.001031,8556.000,-123.423345
-0.051346,8560.000,-128.488961
0.000886,8564.000,-121.433461
-0.051577,8568.000,-122.255198
0.000718,8572.000,-123.089603
-0.051643,8576.000,-117.011416
0.000569,8580.000,-115.629889
-0.051400,8584.000,-119.591306
0.000184,8588.000,-125.777777
-0.051266,8592.000,-125.311119
-0.000465,8596.000,-123.638268
-0.051409,8600.000,-125.351040
-0.000891,8604.000,-140.870146
-0.051389,8608.000,-131.265039
-0.001023,8612.000,-125.847529
-0.051609,8616.000,-132.371305
-0.001125,8620.000,-145.263127
-0.051412,8624.000,-130.725348
-0.001078,8628.000,-126.413276
-0.051700,8632.000,-128.714780
-0.001118,8636.000,-131.704893
-0.051753,8640.000,-138.887391
-0.001106,8644.000,-136.786395
-0.051427,8648.000,-124.383698
-0.001162,8652.000,-122.311561
-0.051535,8656.000,-128.414812
-0.001023,8660.000,-137.637142
-0.051331,8664.000,-131.313748
-0.001212,8668.000,-125.947754
-0.051410,8672.000,-127.507024
-0.000801,8676.000,-125.543469
-0.051508,8680.000,-126.712265
0.000198,8684.000,-130.732621
-0.051537,8688.000,-133.988649
0.000882,8692.000,-125.632222
-0.051419,8696.000,-123.135588
0.001253,8700.000,-126.257677
-0.051317,8704.000,-135.313252
0.001417,8708.000,-128.004039
-0.051270,8712.000,-127.925818
0.001436,8716.000,-129.404127
-0.051198,8720.000,-122.103435
0.001346,8724.000,-125.254767
-0.051301,8728.000,-131.269371
0.001024,8732.000,-121.032811
-0.051217,8736.000,-119.735316
0.000813,8740.000,-122.892862
-0.051037,8744.000,-126.655620
0.000749,8748.000,-138.848811
-0.051245,8752.000,-121.137002
0.000529,8756.000,-119.429748
-0.051332,8760.000,-123.698238
0.000361,8764.000,-122.798284
-0.051505,8768.000,-126.172247
-0.000235,8772.000,-137.201115
-0.051463,8776.000,-131.472111
-0.000701,8780.000,-120.969304
-0.051562,8784.000,-118.687081
-0.000965,8788.000,-122.751642
-0.051307,8792.000,-123.349447
-0.001157,8796.000,-124.374628
-0.051352,8800.000,-128.203853
-0.001192,8804.000,-133.574633
-0.051459,8808.000,-130.778776
-0.001157,8812.000,-124.342730
-0.051161,8816.000,-119.277209
-0.001124,8820.000,-121.969873
-0.051150,8824.000,-136.229864
-0.001144,8828.000,-148.698616
-0.051213,8832.000,-124.932521
-0.001096,8836.000,-129.813649
-0.051217,8840.000,-130.465815
-0.001117,8844.000,-130.845119
-0.051323,8848.000,-123.048066
-0.000500,8852.000,-121.489299
-0.051232,8856.000,-120.321543
0.000463,8860.000,-120.672380
-0.051379,8864.000,-122.229426
0.000997,8868.000,-126.250440
-0.051515,8872.000,-125.373450
0.001214,8876.000,-127.268938
-0.051460,8880.000,-128.656177
0.001336,8884.000,-130.292673
-0.051392,8888.000,-121.795997
0.001201,8892.000,-124.024447
-0.051528,8896.000,-125.918551
0.001105,8900.000,-124.165096
-0.051421,8904.000,-143.969719
0.001049,8908.000,-120.001871
-0.051419,8912.000,-119.646069
0.000860,8916.000,-125.197366
-0.051286,8920.000,-123.730972
0.000711,8924.000,-122.912085
-0.051331,8928.000,-129.203045
0.000469,8932.000,-123.329610
-0.051412,8936.000,-116.856619
0.000121,8940.000,-119.282392
-0.051314,8944.000,-123.136245
-0.000558,8948.000,-122.219661
-0.051272,8952.000,-124.321677
-0.000922,8956.000,-127.650813
-0.051225,8960.000,-126.218672
-0.001035,8964.000,-124.714611
-0.051117,8968.000,-119.256731
-0.001055,8972.000,-120.532783
-0.051376,8976.000,-122.730563
-0.001086,8980.000,-124.297904
-0.051348,8984.000,-122.988523
-0.001120,8988.000,-126.010562
-0.051335,8992.000,-129.250045
-0.001220,8996.000,-118.564762
-0.051348,9000.000,-114.136093
-0.001128,9004.000,-117.225662
-0.051334,9008.000,-127.185853
-0.001155,9012.000,-128.572833
-0.051388,9016.000,-156.841349
-0.001126,9020.000,-124.683374
-0.051269,9024.000,-121.029272
-0.000667,9028.000,-126.434883
-0.051172,9032.000,-129.993297
0.000376,9036.000,-120.957266
-0.051043,9040.000,-117.263775
0.001038,9044.000,-119.411802
-0.051173,9048.000,-126.204475
0.001206,9052.000,-126.070568
-0.051203,9056.000,-119.142754
0.001256,9060.000,-116.999028
-0.051248,9064.000,-126.301272
0.001257,9068.000,-120.786700
-0.051013,9072.000,-119.844413
0.001161,9076.000,-123.758606
-0.051004,9080.000,-134.647497
0.001125,9084.000,-139.644712
-0.050921,9088.000,-131.179906
0.000928,9092.000,-136.534113
-0.050844,9096.000,-132.714060
0.000791,9100.000,-122.306900
-0.051055,9104.000,-123.067719
0.000572,9108.000,-139.385795
-0.050868,9112.000,-128.804803
0.000384,9116.000,-129.537040
-0.051155,9120.000,-129.516717
-0.000039,9124.000,-130.678451
-0.051170,9128.000,-135.178462
-0.000661,9132.000,-129.216656
-0.051205,9136.000,-128.957136
-0.000872,9140.000,-133.134346
-0.051209,9144.000,-141.548253
-0.000950,9148.000,-134.800030
-0.051269,9152.000,-126.778259
-0.000993,9156.000,-124.262424
-0.051281,9160.000,-118.877666
-0.001200,9164.000,-119.784343
-0.051443,9168.000,-126.596200
-0.001200,9172.000,-136.629671
-0.051497,9176.000,-119.817189
-0.001173,9180.000,-119.290567
-0.051156,9184.000,-129.842293
-0.001169,9188.000,-129.223466
-0.051112,9192.000,-121.375736
-0.001106,9196.000,-126.460389
-0.051129,9200.000,-138.749417
-0.001024,9204.000,-128.153904
-0.051019,9208.000,-122.436952
-0.000215,9212.000,-120.120553
-0.050926,9216.000,-121.188337
0.000722,9220.000,-126.310867
-0.050934,9224.000,-128.038580
0.001241,9228.000,-118.686814
-0.051104,9232.000,-125.703169
0.001284,9236.000,-129.950340
-0.050927,9240.000,-128.352001
0.001277,9244.000,-126.252343
-0.051128,9248.000,-138.875543
0.001274,9252.000,-142.438342
-0.051193,9256.000,-132.119701
0.001059,9260.000,-138.045988
-0.051088,9264.000,-129.711572
0.000967,9268.000,-125.984598
-0.051267,9272.000,-125.519168
0.000813,9276.000,-127.211264
-0.051344,9280.000,-126.950284
0.000689,9284.000,-124.369806
-0.051147,9288.000,-123.093818
0.000434,9292.000,-122.357647
-0.051196,9296.000,-116.948593
-0.000111,9300.000,-115.526078
-0.051149,9304.000,-120.302968
-0.000752,9308.000,-133.033300
-0.051055,9312.000,-124.394413
-0.000936,9316.000,-131.268983
-0.051284,9320.000,-128.867101
-0.001169,9324.000,-129.269770
-0.050919,9328.000,-138.529557
-0.001053,9332.000,-131.066944
-0.050860,9336.000,-124.878990
-0.001077,9340.000,-123.393851
-0.050922,9344.000,-120.214335
-0.001025,9348.000,-121.938843
-0.050951,9352.000,-125.753273
-0.001182,9356.000,-122.817525
-0.050844,9360.000,-125.353258
-0.001168,9364.000,-122.704729
-0.051166,9368.000,-132.321284
-0.001143,9372.000,-139.971314
-0.050950,9376.000,-132.532559
-0.000882,9380.000,-131.565511
-0.050979,9384.000,-141.251849
0.000223,9388.000,-123.509879
-0.050936,9392.000,-122.899969
0.000958,9396.000,-126.048235
-0.050668,9400.000,-125.489953
0.001267,9404.000,-132.502544
-0.050867,9408.000,-143.939489
0.001403,9412.000,-124.557496
-0.050802,9416.000,-117.265015
0.001364,9420.000,-117.937927
-0.051037,9424.000,-129.224418
0.001138,9428.000,-130.600466
-0.050768,9432.000,-126.929250
0.000993,9436.000,-126.711975
-0.050717,9440.000,-126.386492
0.000881,9444.000,-127.265792
-0.050853,9448.000,-124.542523
0.000747,9452.000,-123.179290
-0.050791,9456.000,-122.291484
0.000604,9460.000,-127.001128
-0.050730,9464.000,-124.535639
0.000322,9468.000,-125.834888
-0.050856,9472.000,-141.065157
-0.000181,9476.000,-138.086846
-0.050967,9480.000,-124.813620
-0.000708,9484.000,-128.596169
-0.050946,9488.000,-126.308196
-0.001061,9492.000,-123.512505
-0.051027,9496.000,-122.081580
-0.001059,9500.000,-123.236926
-0.051006,9504.000,-129.438707
-0.001156,9508.000,-130.881279
-0.050983,9512.000,-129.498471
-0.001217,9516.000,-137.347411
-0.050821,9520.000,-131.637570
-0.001101,9524.000,-136.244664
-0.050803,9528.000,-137.822590
-0.001080,9532.000,-124.426708
-0.050786,9536.000,-120.426838
-0.001110,9540.000,-120.305189
-0.050971,9544.000,-120.893552
-0.001045,9548.000,-116.793134
-0.051065,9552.000,-118.818538
-0.000281,9556.000,-134.209709
-0.050804,9560.000,-134.225890
0.000674,9564.000,-124.596063
-0.050775,9568.000,-129.996868
0.001054,9572.000,-134.713583
-0.050895,9576.000,-127.267425
0.001224,9580.000,-127.603801
-0.050778,9584.000,-127.615138
0.001298,9588.000,-125.643969
-0.050860,9592.000,-127.845631
0.001253,9596.000,-125.559238
-0.050647,9600.000,-125.723638
0.001091,9604.000,-123.755162
-0.050569,9608.000,-132.736865
0.000992,9612.000,-123.823357
-0.050499,9616.000,-121.653185
0.000735,9620.000,-135.348996
-0.050597,9624.000,-124.188932
0.000606,9628.000,-125.110325
-0.050759,9632.000,-138.370993
0.000243,9636.000,-124.659553
