Time data (V), Frequency (Hz), Spectrum (dBFS)
-0.042360,19456.000,-143.705981
0.000963,19460.000,-141.011579
-0.042436,19464.000,-149.797615
0.000813,19468.000,-141.581020
-0.042452,19472.000,-139.041623
0.000662,19476.000,-134.992210
-0.042648,19480.000,-140.709998
0.000378,19484.000,-133.329063
-0.042365,19488.000,-135.622881
-0.000131,19492.000,-140.118410
-0.042016,19496.000,-136.245534
-0.000796,19500.000,-132.747369
-0.041948,19504.000,-134.344973
-0.000990,19508.000,-136.016592
-0.042129,19512.000,-148.900005
-0.001072,19516.000,-137.066698
-0.042153,19520.000,-135.311074
-0.001145,19524.000,-135.855705
-0.042155,19528.000,-129.960868
-0.001064,19532.000,-127.920821
-0.042049,19536.000,-132.324178
-0.001088,19540.000,-134.969511
-0.042168,19544.000,-136.647873
-0.001136,19548.000,-139.506375
-0.042105,19552.000,-131.182246
-0.001200,19556.000,-131.642288
-0.042139,19560.000,-140.123535
-0.001136,19564.000,-137.699669
-0.042354,19568.000,-133.402740
-0.001095,19572.000,-139.860160
-0.042205,19576.000,-137.681666
-0.000252,19580.000,-137.511518
-0.042353,19584.000,-136.212597
0.000816,19588.000,-135.330128
-0.042287,19592.000,-134.329297
0.001252,19596.000,-137.531948
-0.042062,19600.000,-141.144571
0.001371,19604.000,-149.143170
-0.042286,19608.000,-138.944445
0.001326,19612.000,-141.255667
-0.042214,19616.000,-130.221745
0.001289,19620.000,-130.085616
-0.041952,19624.000,-130.079295
0.001114,19628.000,-130.679003
-0.042222,19632.000,-138.382190
0.001024,19636.000,-144.277381
-0.041967,19640.000,-140.017796
0.000823,19644.000,-139.828098
-0.042021,19648.000,-138.833234
0.000685,19652.000,-142.821029
-0.041943,19656.000,-142.319448
0.000349,19660.000,-137.736133
-0.041934,19664.000,-134.607130
-0.000344,19668.000,-144.595074
-0.041914,19672.000,-136.384829
-0.000681,19676.000,-133.692194
-0.041981,19680.000,-140.541902
-0.001020,19684.000,-137.367105
-0.041867,19688.000,-138.900738
-0.001126,19692.000,-131.224798
-0.041911,19696.000,-128.536426
-0.001186,19700.000,-139.528117
-0.041975,19704.000,-135.770402
-0.001204,19708.000,-156.893109
-0.042155,19712.000,-134.060438
-0.001099,19716.000,-137.363453
-0.042102,19720.000,-144.567549
-0.001064,19724.000,-138.636642
-0.042113,19728.000,-142.453137
-0.001047,19732.000,-142.602282
-0.042188,19736.000,-137.947824
-0.001011,19740.000,-141.700366
-0.042163,19744.000,-139.776693
-0.000213,19748.000,-145.544581
-0.042226,19752.000,-132.673318
0.000660,19756.000,-132.327598
-0.042298,19760.000,-136.480656
0.001117,19764.000,-133.087098
-0.042384,19768.000,-162.490108
0.001299,19772.000,-142.546126
-0.042282,19776.000,-136.330427
0.001343,19780.000,-132.217028
-0.042069,19784.000,-132.855633
0.001236,19788.000,-140.749405
-0.042118,19792.000,-135.665929
0.001076,19796.000,-130.726470
-0.041951,19800.000,-132.196562
0.000950,19804.000,-133.028078
-0.042045,19808.000,-134.801551
0.000775,19812.000,-136.382755
-0.041810,19816.000,-132.955114
0.000637,19820.000,-139.864548
-0.041729,19824.000,-131.064879
0.000345,19828.000,-129.630457
-0.041663,19832.000,-140.338816
-0.000178,19836.000,-139.256438
-0.042017,19840.000,-138.657239
-0.000605,19844.000,-138.127275
-0.041959,19848.000,-133.689803
-0.000892,19852.000,-149.649256
-0.041894,19856.000,-134.730245
-0.001080,19860.000,-138.469674
-0.041912,19864.000,-137.448601
-0.001077,19868.000,-154.358529
-0.041973,19872.000,-131.835420
-0.001199,19876.000,-133.792566
-0.041885,19880.000,-138.593696
-0.001210,19884.000,-140.222745
-0.042036,19888.000,-132.403114
-0.001170,19892.000,-141.737150
-0.042059,19896.000,-132.346784
-0.001144,19900.000,-130.974573
-0.042199,19904.000,-141.723388
-0.001175,19908.000,-134.034522
-0.042359,19912.000,-141.196357
-0.001095,19916.000,-133.635828
-0.042146,19920.000,-132.050605
-0.000301,19924.000,-130.971355
-0.041824,19928.000,-127.954927
0.000667,19932.000,-129.652319
-0.041973,19936.000,-136.484786
0.001216,19940.000,-138.717965
-0.041862,19944.000,-131.619408
0.001373,19948.000,-133.893491
-0.041794,19952.000,-140.288086
0.001272,19956.000,-131.052644
-0.041735,19960.000,-133.227203
0.001272,19964.000,-134.828301
-0.041775,19968.000,-134.178257
0.001069,19972.000,-131.190481
-0.041637,19976.000,-130.887447
0.000959,19980.000,-131.121221
-0.041805,19984.000,-132.122802
0.000827,19988.000,-135.474760
-0.041803,19992.000,-135.608894
0.000629,19996.000,-134.947917
-0.041614,20000.000,-139.953118
0.000467,20004.000,-131.923733
-0.041769,20008.000,-131.427326
0.000092,20012.000,-146.318111
-0.041844,20016.000,-135.238606
-0.000544,20020.000,-129.608878
-0.041681,20024.000,-129.603244
-0.000922,20028.000,-138.094359
-0.041738,20032.000,-141.510521
-0.001105,20036.000,-139.013228
-0.041654,20040.000,-141.915127
-0.001175,20044.000,-141.601467
-0.041611,20048.000,-138.738197
-0.001058,20052.000,-140.366775
-0.041761,20056.000,-134.095834
-0.001135,20060.000,-130.112944
-0.041734,20064.000,-129.013758
-0.001054,20068.000,-135.302450
-0.041707,20072.000,-139.160772
-0.001181,20076.000,-136.168459
-0.041766,20080.000,-135.379324
-0.001211,20084.000,-135.845390
-0.041744,20088.000,-131.351384
-0.001203,20092.000,-130.735657
-0.041572,20096.000,-134.458105
-0.000322,20100.000,-142.420025
-0.041744,20104.000,-141.951162
0.000598,20108.000,-135.264234
-0.041668,20112.000,-129.729982
0.001144,20116.000,-131.605263
-0.042068,20120.000,-132.020652
0.001356,20124.000,-131.129609
-0.041684,20128.000,-141.883470
0.001378,20132.000,-137.336210
-0.041679,20136.000,-140.501904
0.001263,20140.000,-138.014608
-0.041760,20144.000,-141.916463
0.001157,20148.000,-137.164680
-0.041903,20152.000,-138.579363
0.000943,20156.000,-134.352507
-0.041996,20160.000,-135.264689
0.000796,20164.000,-133.521975
-0.041872,20168.000,-132.029354
0.000632,20172.000,-132.519175
-0.042014,20176.000,-131.856351
0.000446,20180.000,-134.252560
-0.041786,20184.000,-132.354595
-0.000137,20188.000,-130.331269
-0.041906,20192.000,-128.690874
-0.000627,20196.000,-140.231204
-0.041840,20200.000,-132.866905
-0.000916,20204.000,-129.168018
-0.041917,20208.000,-135.173123
-0.001091,20212.000,-131.153802
-0.041894,20216.000,-129.706291
-0.001161,20220.000,-134.276882
-0.041799,20224.000,-132.510059
-0.001165,20228.000,-128.144958
-0.041531,20232.000,-130.999777
-0.001206,20236.000,-136.575840
-0.041623,20240.000,-134.190035
-0.001167,20244.000,-135.716805
-0.041751,20248.000,-130.291087
-0.001131,20252.000,-139.315955
-0.041651,20256.000,-142.550652
-0.001136,20260.000,-138.171345
-0.041802,20264.000,-133.320095
-0.000648,20268.000,-131.858707
-0.041872,20272.000,-137.519625
0.000396,20276.000,-132.175462
-0.041682,20280.000,-135.940561
0.000979,20284.000,-144.997287
-0.041629,20288.000,-137.381419
0.001180,20292.000,-134.651780
-0.041685,20296.000,-135.827108
0.001274,20300.000,-138.275380
-0.041697,20304.000,-126.767589
0.001250,20308.000,-125.741798
-0.041441,20312.000,-131.062819
0.001110,20316.000,-129.790996
-0.041596,20320.000,-129.547235
0.001052,20324.000,-135.136627
-0.041486,20328.000,-132.248529
0.000892,20332.000,-135.276820
-0.041337,20336.000,-137.367088
0.000675,20340.000,-137.035165
-0.041276,20344.000,-133.563078
0.000414,20348.000,-131.328852
-0.041341,20352.000,-141.621443
0.000479,20356.000,-133.103703
-0.041346,20360.000,-128.433552
0.000102,20364.000,-130.964403
-0.041626,20368.000,-135.949378
-0.000639,20372.000,-130.950718
-0.041600,20376.000,-139.094168
-0.000863,20380.000,-142.439423
-0.041501,20384.000,-136.416375
-0.001054,20388.000,-138.074728
-0.041598,20392.000,-140.976130
-0.001117,20396.000,-132.938882
-0.041633,20400.000,-130.320268
-0.001162,20404.000,-132.110014
-0.041539,20408.000,-137.240872
-0.001161,20412.000,-143.076651
-0.041435,20416.000,-138.533560
-0.001191,20420.000,-139.520906
-0.041295,20424.000,-144.837463
-0.001153,20428.000,-147.289667
-0.041147,20432.000,-145.821279
-0.001187,20436.000,-141.812522
-0.041117,20440.000,-128.401452
-0.000754,20444.000,-132.076348
-0.041245,20448.000,-142.006092
0.000344,20452.000,-145.615566
-0.041219,20456.000,-134.125460
0.001010,20460.000,-127.150045
-0.041267,20464.000,-129.164705
0.001289,20468.000,-139.231376
-0.041159,20472.000,-133.457402
0.001344,20476.000,-131.208587
-0.041147,20480.000,-128.242765
0.001306,20484.000,-132.098358
-0.041256,20488.000,-140.054271
0.001182,20492.000,-137.745982
-0.041130,20496.000,-134.775128
0.001003,20500.000,-134.494546
-0.041070,20504.000,-142.458512
0.000923,20508.000,-132.221404
-0.041248,20512.000,-135.229612
0.000733,20516.000,-134.930077
-0.041455,20520.000,-129.766062
0.000603,20524.000,-135.505863
-0.041317,20528.000,-140.595439
0.000362,20532.000,-138.353413
-0.041457,20536.000,-138.892581
-0.000322,20540.000,-138.588270
-0.041215,20544.000,-141.915928
-0.000815,20548.000,-134.955966
-0.041332,20552.000,-128.123834
-0.001004,20556.000,-127.123673
-0.041338,20560.000,-131.178166
-0.001151,20564.000,-131.126343
-0.041486,20568.000,-132.347825
-0.001152,20572.000,-132.340093
-0.041371,20576.000,-129.015938
-0.001089,20580.000,-128.241529
-0.041401,20584.000,-127.454684
-0.001055,20588.000,-128.870003
-0.041237,20592.000,-128.032456
-0.001087,20596.000,-127.234396
-0.041310,20600.000,-129.391827
-0.001204,20604.000,-139.782491
-0.041282,20608.000,-135.750331
-0.001236,20612.000,-133.804490
-0.041114,20616.000,-137.250708
-0.000801,20620.000,-135.986911
-0.041143,20624.000,-131.746972
0.000233,20628.000,-128.541413
-0.041338,20632.000,-133.164234
0.000955,20636.000,-142.215169
-0.041086,20640.000,-133.082797
0.001331,20644.000,-129.638051
-0.041002,20648.000,-128.317905
0.001396,20652.000,-130.616733
-0.040867,20656.000,-133.473608
0.001384,20660.000,-129.881354
-0.041075,20664.000,-132.806526
0.001311,20668.000,-132.276557
-0.040953,20672.000,-133.104528
0.000992,20676.000,-136.712087
-0.041176,20680.000,-128.204345
0.000862,20684.000,-125.620846
-0.040989,20688.000,-123.871345
0.000705,20692.000,-126.695452
-0.040931,20696.000,-136.359276
0.000519,20700.000,-139.068981
-0.041166,20704.000,-134.515023
0.000204,20708.000,-149.474491
-0.040976,20712.000,-126.612810
-0.000417,20716.000,-131.538588
-0.041150,20720.000,-127.453641
-0.000743,20724.000,-127.547655
-0.041155,20728.000,-130.843869
-0.001030,20732.000,-132.278798
-0.041106,20736.000,-127.080597
-0.001155,20740.000,-131.633928
-0.040977,20744.000,-131.621514
-0.001142,20748.000,-132.442075
-0.040892,20752.000,-135.137661
-0.001180,20756.000,-148.794139
-0.040692,20760.000,-128.432719
-0.001117,20764.000,-125.716568
-0.040874,20768.000,-125.267423
-0.001047,20772.000,-124.669940
-0.040949,20776.000,-123.862760
-0.001133,20780.000,-128.649688
-0.040846,20784.000,-132.466404
-0.001100,20788.000,-127.105612
-0.041096,20792.000,-129.315378
-0.000411,20796.000,-129.639554
-0.041259,20800.000,-127.530979
0.000635,20804.000,-133.597031
-0.041223,20808.000,-134.463768
0.001119,20812.000,-129.751953
-0.041261,20816.000,-129.476761
0.001265,20820.000,-134.430981
-0.041056,20824.000,-133.982702
0.001419,20828.000,-138.180156
-0.041016,20832.000,-134.521834
0.001277,20836.000,-130.909880
-0.040933,20840.000,-144.169038
0.001176,20844.000,-130.393914
-0.040780,20848.000,-132.129712
0.001000,20852.000,-149.176958
-0.040907,20856.000,-137.466841
0.000793,20860.000,-127.926617
-0.040970,20864.000,-125.387972
0.000575,20868.000,-125.797105
-0.040966,20872.000,-127.025945
0.000454,20876.000,-129.720844
-0.040777,20880.000,-126.904723
-0.000120,20884.000,-125.836077
-0.040599,20888.000,-128.675049
-0.000756,20892.000,-127.020994
-0.040603,20896.000,-130.401943
-0.000875,20900.000,-135.188322
-0.040645,20904.000,-132.006613
-0.001034,20908.000,-129.275480
-0.040982,20912.000,-132.883515
-0.001114,20916.000,-138.862107
-0.041195,20920.000,-134.223549
-0.001096,20924.000,-129.366563
-0.040949,20928.000,-138.695991
-0.001201,20932.000,-130.013094
-0.040821,20936.000,-124.623130
-0.001182,20940.000,-131.823333
-0.040913,20944.000,-132.864131
-0.001149,20948.000,-139.962438
-0.040926,20952.000,-131.323808
-0.001071,20956.000,-126.674444
-0.040939,20960.000,-127.642625
-0.000560,20964.000,-127.768811
-0.040776,20968.000,-131.094479
0.000367,20972.000,-142.063765
-0.041001,20976.000,-133.640591
0.000985,20980.000,-129.559781
-0.040957,20984.000,-137.922830
0.001254,20988.000,-132.708013
-0.040947,20992.000,-130.104222
0.001230,20996.000,-127.524913
-0.040852,21000.000,-140.521241
0.001291,21004.000,-128.734169
-0.040645,21008.000,-132.240682
0.001161,21012.000,-140.922214
-0.040802,21016.000,-131.164034
0.001126,21020.000,-134.006736
-0.040606,21024.000,-134.898460
0.000847,21028.000,-136.348167
-0.040667,21032.000,-141.843675
0.000642,21036.000,-134.753504
-0.040939,21040.000,-132.604639
0.000448,21044.000,-134.524628
-0.040800,21048.000,-125.614991
0.000004,21052.000,-127.400286
-0.040677,21056.000,-127.931087
-0.000636,21060.000,-128.369509
-0.040605,21064.000,-130.226003
-0.000922,21068.000,-132.491197
-0.040637,21072.000,-136.095310
-0.000962,21076.000,-138.304008
-0.040800,21080.000,-132.517455
-0.001055,21084.000,-126.531450
-0.040674,21088.000,-127.535858
-0.001132,21092.000,-132.639895
-0.040810,21096.000,-144.123478
-0.001106,21100.000,-135.966901
-0.040782,21104.000,-135.995575
-0.001170,21108.000,-130.236421
-0.040727,21112.000,-132.735464
-0.001135,21116.000,-125.459528
-0.040564,21120.000,-129.133202
-0.001174,21124.000,-155.138188
-0.040425,21128.000,-132.267850
-0.001130,21132.000,-130.027569
-0.040650,21136.000,-134.270357
-0.000813,21140.000,-128.464531
-0.040691,21144.000,-126.062121
0.000188,21148.000,-136.605503
-0.040557,21152.000,-145.501053
0.000944,21156.000,-153.972548
-0.040565,21160.000,-129.338106
0.001307,21164.000,-128.262116
-0.040758,21168.000,-132.002464
0.001446,21172.000,-133.915336
-0.040773,21176.000,-138.977391
0.001316,21180.000,-134.600613
-0.040701,21184.000,-129.141151
0.001203,21188.000,-128.796086
-0.040755,21192.000,-130.373391
0.001055,21196.000,-132.625695
-0.040605,21200.000,-131.648352
0.000926,21204.000,-128.235638
-0.040595,21208.000,-129.382435
0.000701,21212.000,-135.485758
-0.040358,21216.000,-132.502373
0.000705,21220.000,-139.283241
-0.040394,21224.000,-127.922384
0.000335,21228.000,-130.720143
-0.040402,21232.000,-131.972519
-0.000201,21236.000,-130.046869
-0.040659,21240.000,-133.070961
-0.000734,21244.000,-133.224796
-0.040730,21248.000,-134.155384
-0.000954,21252.000,-136.710091
-0.040544,21256.000,-133.787848
-0.001116,21260.000,-132.981630
-0.040534,21264.000,-142.392318
-0.001156,21268.000,-140.356497
-0.040407,21272.000,-131.730729
-0.001096,21276.000,-128.511871
-0.040672,21280.000,-124.922367
-0.001103,21284.000,-126.100280
-0.040679,21288.000,-131.888008
-0.001138,21292.000,-133.032166
-0.040510,21296.000,-130.451513
-0.001110,21300.000,-131.791562
-0.040450,21304.000,-130.075988
-0.000969,21308.000,-130.747938
-0.040598,21312.000,-133.978731
-0.000187,21316.000,-136.692330
-0.040609,21320.000,-146.417682
0.000702,21324.000,-132.140665
-0.040409,21328.000,-131.756964
0.001112,21332.000,-130.235375
-0.040452,21336.000,-131.810768
0.001340,21340.000,-130.338187
-0.040556,21344.000,-129.827575
0.001339,21348.000,-137.262994
-0.040814,21352.000,-134.786260
0.001235,21356.000,-127.841495
-0.040788,21360.000,-147.908178
0.001111,21364.000,-130.251260
-0.040687,21368.000,-129.889968
0.000877,21372.000,-128.128487
-0.040712,21376.000,-131.576142
0.000767,21380.000,-139.951914
-0.040514,21384.000,-128.383561
0.000523,21388.000,-128.045086
-0.040455,21392.000,-132.521423
0.000228,21396.000,-146.459382
-0.040399,21400.000,-133.948699
-0.000332,21404.000,-139.810698
-0.040490,21408.000,-136.280032
-0.000723,21412.000,-132.227973
-0.040613,21416.000,-128.150011
-0.000903,21420.000,-138.954796
-0.040522,21424.000,-129.749838
-0.001052,21428.000,-131.779487
-0.040359,21432.000,-129.632172
-0.001103,21436.000,-128.742284
-0.040322,21440.000,-132.671882
-0.001198,21444.000,-134.567281
-0.040395,21448.000,-136.584446
-0.001162,21452.000,-137.914174
-0.040508,21456.000,-156.110734
-0.001181,21460.000,-134.158149
-0.040597,21464.000,-132.155359
-0.001085,21468.000,-138.386533
-0.040484,21472.000,-140.065217
-0.001097,21476.000,-131.794177
-0.040322,21480.000,-131.519027
-0.000742,21484.000,-162.693726
-0.040477,21488.000,-129.915111
0.000293,21492.000,-128.038572
-0.040357,21496.000,-129.397526
0.000898,21500.000,-135.432294
-0.040575,21504.000,-136.870150
0.001235,21508.000,-130.863275
-0.040463,21512.000,-129.095918
0.001294,21516.000,-132.753958
-0.040343,21520.000,-141.332501
0.001268,21524.000,-132.189756
-0.040464,21528.000,-131.951269
0.001187,21532.000,-136.205565
-0.040499,21536.000,-135.318446
0.001086,21540.000,-137.559349
-0.040357,21544.000,-135.572986
0.000921,21548.000,-134.115344
-0.040472,21552.000,-138.675893
0.000749,21556.000,-141.272093
-0.040326,21560.000,-135.660934
0.000511,21564.000,-134.076492
-0.040336,21568.000,-132.623754
0.000418,21572.000,-140.088440
-0.040339,21576.000,-143.882175
-0.000214,21580.000,-135.665747
-0.040351,21584.000,-136.766340
-0.000773,21588.000,-136.894014
-0.040646,21592.000,-131.977499
-0.001005,21596.000,-137.551788
-0.040604,21600.000,-139.082339
-0.001048,21604.000,-133.535955
-0.040466,21608.000,-128.877850
-0.000995,21612.000,-136.264054
-0.040278,21616.000,-132.705378
-0.001153,21620.000,-134.736260
-0.040017,21624.000,-133.876647
-0.001117,21628.000,-134.006363
-0.040112,21632.000,-128.842620
-0.001170,21636.000,-131.352307
-0.039953,21640.000,-129.775687
-0.001234,21644.000,-128.175611
-0.039906,21648.000,-132.550087
-0.001124,21652.000,-138.996016
-0.039877,21656.000,-139.186476
-0.001161,21660.000,-132.986463
-0.040046,21664.000,-131.893400
-0.000512,21668.000,-139.034863
-0.040295,21672.000,-137.324337
0.000599,21676.000,-138.754027
-0.040516,21680.000,-139.242991
0.001144,21684.000,-140.119577
-0.040495,21688.000,-129.647192
0.001390,21692.000,-127.728429
-0.040288,21696.000,-129.156444
0.001364,21700.000,-130.811531
-0.040263,21704.000,-134.252336
0.001333,21708.000,-130.422986
-0.040293,21712.000,-128.625715
0.001202,21716.000,-129.483490
-0.040176,21720.000,-140.526656
0.001032,21724.000,-136.207535
-0.040108,21728.000,-131.552917
0.000900,21732.000,-132.604396
-0.040065,21736.000,-137.295708
0.000747,21740.000,-138.184507
-0.040086,21744.000,-142.897698
0.000377,21748.000,-139.683657
-0.040050,21752.000,-132.731814
-0.000217,21756.000,-139.767824
-0.039906,21760.000,-141.478330
-0.000738,21764.000,-139.599350
-0.040256,21768.000,-132.114823
-0.000887,21772.000,-141.687070
-0.040262,21776.000,-129.169008
-0.001079,21780.000,-130.300991
-0.040124,21784.000,-135.091314
-0.001159,21788.000,-132.390163
-0.040103,21792.000,-127.194759
-0.001156,21796.000,-126.047838
-0.040459,21800.000,-128.930402
-0.001200,21804.000,-131.099716
-0.040424,21808.000,-130.078602
-0.001141,21812.000,-126.859678
-0.040429,21816.000,-130.787811
-0.001125,21820.000,-133.192346
-0.040524,21824.000,-136.342248
-0.001077,21828.000,-137.024886
-0.040124,21832.000,-142.766070
-0.000674,21836.000,-142.920809
-0.040038,21840.000,-141.621805
0.000286,21844.000,-129.468441
-0.039971,21848.000,-129.210042
0.000979,21852.000,-138.890933
-0.039755,21856.000,-129.515870
0.001267,21860.000,-129.951682
-0.039759,21864.000,-131.213922
0.001361,21868.000,-135.962065
-0.039798,21872.000,-133.804859
0.001316,21876.000,-147.808783
-0.039913,21880.000,-133.846670
0.001204,21884.000,-132.887890
-0.040024,21888.000,-132.205663
0.001126,21892.000,-132.482367
-0.040077,21896.000,-136.357062
0.000868,21900.000,-135.132653
-0.040361,21904.000,-141.973515
0.000690,21908.000,-152.454409
-0.040566,21912.000,-169.650819
0.000552,21916.000,-134.659355
-0.040301,21920.000,-132.944458
0.000165,21924.000,-140.641838
-0.040026,21928.000,-134.956855
-0.000408,21932.000,-130.523601
-0.039926,21936.000,-131.363084
-0.000802,21940.000,-143.026360
-0.040025,21944.000,-134.886442
-0.000914,21948.000,-143.133387
-0.040031,21952.000,-135.181651
-0.001180,21956.000,-131.732414
-0.039963,21960.000,-129.338106
-0.001183,21964.000,-138.283524
-0.040026,21968.000,-142.437659
-0.001169,21972.000,-136.919475
-0.039939,21976.000,-136.180335
-0.001216,21980.000,-130.162809
-0.039685,21984.000,-132.699759
-0.001166,21988.000,-140.081993
-0.039710,21992.000,-139.214817
-0.001102,21996.000,-135.405360
-0.039742,22000.000,-131.963237
-0.001195,22004.000,-129.600660
-0.039702,22008.000,-130.580373
-0.000532,22012.000,-131.808609
-0.039702,22016.000,-129.593737
0.000507,22020.000,-134.096722
-0.039756,22024.000,-151.212918
0.001094,22028.000,-136.186644
-0.039770,22032.000,-135.040906
0.001366,22036.000,-139.800559
-0.039798,22040.000,-130.840193
0.001309,22044.000,-136.902340
-0.039658,22048.000,-138.693339
0.001272,22052.000,-132.224232
-0.039800,22056.000,-135.954599
0.001127,22060.000,-148.570431
-0.039851,22064.000,-140.097581
0.001047,22068.000,-143.815625
-0.039999,22072.000,-138.398567
0.000854,22076.000,-139.988806
-0.039875,22080.000,-142.098743
0.000713,22084.000,-141.592613
-0.039722,22088.000,-141.799968
0.000521,22092.000,-137.114281
-0.039957,22096.000,-146.912183
0.000185,22100.000,-135.825756
-0.039898,22104.000,-129.843524
-0.000408,22108.000,-136.995513
-0.040139,22112.000,-134.401669
-0.000803,22116.000,-138.706180
-0.040222,22120.000,-130.977761
-0.000956,22124.000,-131.593170
-0.040099,22128.000,-150.083539
-0.001169,22132.000,-142.395241
-0.039722,22136.000,-133.974327
-0.001147,22140.000,-135.596277
-0.039833,22144.000,-141.335953
-0.001191,22148.000,-136.978530
-0.039658,22152.000,-132.730199
-0.001164,22156.000,-140.403332
-0.039777,22160.000,-135.975157
-0.001096,22164.000,-135.730941
-0.039634,22168.000,-133.880294
-0.001057,22172.000,-138.571747
-0.039726,22176.000,-131.728964
-0.000995,22180.000,-131.410305
-0.039763,22184.000,-129.829343
-0.000072,22188.000,-132.551093
-0.039855,22192.000,-137.030979
0.000700,22196.000,-136.312653
-0.039668,22200.000,-135.349206
0.001128,22204.000,-137.205074
-0.039659,22208.000,-132.487787
0.001279,22212.000,-136.833733
-0.039837,22216.000,-132.306564
0.001334,22220.000,-135.432563
-0.039839,22224.000,-132.339446
0.001294,22228.000,-138.471113
-0.039937,22232.000,-135.480035
0.001162,22236.000,-129.922264
-0.039799,22240.000,-129.232788
0.000910,22244.000,-137.795683
-0.039951,22248.000,-128.095184
0.000864,22252.000,-134.362349
-0.040047,22256.000,-144.224055
0.000626,22260.000,-137.329478
-0.039735,22264.000,-141.407383
0.000443,22268.000,-141.535425
-0.039586,22272.000,-149.710097
0.000028,22276.000,-139.186963
-0.039658,22280.000,-140.475571
-0.000593,22284.000,-135.686124
-0.039559,22288.000,-135.907657
-0.000835,22292.000,-147.468974
-0.039644,22296.000,-130.358211
-0.000927,22300.000,-127.443969
-0.039859,22304.000,-133.617695
-0.001063,22308.000,-144.495955
-0.039951,22312.000,-138.401465
-0.001162,22316.000,-133.881075
-0.039887,22320.000,-131.836824
-0.001166,22324.000,-142.622737
-0.039799,22328.000,-130.147315
-0.001223,22332.000,-134.150059
-0.039648,22336.000,-145.626780
-0.001163,22340.000,-137.888191
-0.039815,22344.000,-139.242527
-0.001132,22348.000,-137.124037
-0.039741,22352.000,-132.582820
-0.001152,22356.000,-144.077245
-0.039595,22360.000,-144.214756
-0.000403,22364.000,-136.220467
-0.039456,22368.000,-136.090060
0.000634,22372.000,-133.947440
-0.039548,22376.000,-135.125202
0.001106,22380.000,-132.366403
-0.039700,22384.000,-130.994811
0.001393,22388.000,-132.959566
-0.039711,22392.000,-141.532037
0.001344,22396.000,-139.872978
-0.039836,22400.000,-136.033637
0.001210,22404.000,-132.257827
-0.039819,22408.000,-129.767238
0.001095,22412.000,-132.962816
-0.039681,22416.000,-145.860091
0.000991,22420.000,-142.766160
-0.039712,22424.000,-138.677195
0.000856,22428.000,-143.338400
-0.039644,22432.000,-146.642899
0.000688,22436.000,-136.132167
-0.039405,22440.000,-134.654226
0.000569,22444.000,-138.621811
-0.039586,22448.000,-138.765394
0.000071,22452.000,-143.485842
-0.039524,22456.000,-142.471616
-0.000556,22460.000,-141.303257
-0.039765,22464.000,-135.510731
-0.000917,22468.000,-132.348884
-0.039772,22472.000,-133.386516
-0.001199,22476.000,-139.402083
-0.039651,22480.000,-136.871848
-0.001141,22484.000,-130.791073
-0.039395,22488.000,-132.196751
-0.001194,22492.000,-132.089995
-0.039325,22496.000,-135.715678
-0.001188,22500.000,-140.807372
-0.039324,22504.000,-145.067996
-0.001094,22508.000,-139.696276
-0.039419,22512.000,-141.114392
-0.001133,22516.000,-151.970340
-0.039287,22520.000,-141.122841
-0.001084,22524.000,-129.412276
-0.039151,22528.000,-131.181498
-0.000917,22532.000,-139.135785
-0.039144,22536.000,-136.206724
-0.000097,22540.000,-134.529522
-0.039344,22544.000,-147.952892
0.000742,22548.000,-144.275108
-0.039340,22552.000,-137.448214
0.001128,22556.000,-134.962676
-0.039513,22560.000,-129.886615
0.001300,22564.000,-134.784229
-0.039453,22568.000,-136.171146
0.001295,22572.000,-132.026915
-0.039424,22576.000,-133.137078
0.001255,22580.000,-130.529772
-0.039473,22584.000,-136.315841
0.001037,22588.000,-132.890124
-0.039330,22592.000,-132.171129
0.000946,22596.000,-156.365305
-0.039370,22600.000,-136.107399
0.000819,22604.000,-138.927713
-0.039373,22608.000,-132.183911
0.000667,22612.000,-138.030188
-0.039481,22616.000,-138.985886
0.000400,22620.000,-139.022652
-0.039331,22624.000,-140.653467
-0.000304,22628.000,-133.049336
-0.039434,22632.000,-134.998174
-0.000761,22636.000,-134.274686
-0.039484,22640.000,-133.189449
-0.000967,22644.000,-138.081669
-0.039352,22648.000,-135.355538
-0.001066,22652.000,-135.176258
-0.039428,22656.000,-141.606659
-0.001064,22660.000,-133.779186
-0.039517,22664.000,-134.614169
-0.001050,22668.000,-141.066163
-0.039429,22672.000,-136.692759
-0.001104,22676.000,-136.849759
-0.039542,22680.000,-141.839468
-0.001141,22684.000,-134.068899
-0.039655,22688.000,-137.060040
-0.001167,22692.000,-138.843404
-0.039698,22696.000,-136.509477
-0.001122,22700.000,-133.249025
-0.039831,22704.000,-133.791146
-0.001197,22708.000,-137.577530
-0.039694,22712.000,-128.069186
-0.000443,22716.000,-127.382667
-0.039521,22720.000,-132.240883
0.000544,22724.000,-140.280712
-0.039246,22728.000,-133.276885
0.001173,22732.000,-144.694003
-0.038924,22736.000,-134.177835
0.001336,22740.000,-139.483182
-0.039287,22744.000,-138.516695
0.001384,22748.000,-145.289784
-0.038989,22752.000,-140.852614
0.001277,22756.000,-135.231945
-0.039346,22760.000,-135.266610
0.001182,22764.000,-132.204301
-0.039708,22768.000,-129.704234
0.001119,22772.000,-125.081428
-0.039698,22776.000,-128.451920
0.000877,22780.000,-140.932403
-0.039602,22784.000,-150.703729
0.000754,22788.000,-136.605928
